SetName	Date_pool_expt_started	Drop	Person	Mutant.Library	Description	gDNA.plate	gDNA.well	Index	Sequenced.At	Media	Growth.Method	Group	Temperature	pH	Liquid.v..solid	Aerobic_v_Anaerobic	Shaking	Condition_1	Concentration_1	Units_1	Condition_2	Concentration_2	Units_2	Timecourse	Timecourse.Sample	Growth.Plate.ID	Growth.Plate.wells	StartOD	EndOD	Total.Generations	num	name	short
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Dimethyl Sulfoxide 7.5 vol%	FEBA_gDNA_plate32	E5	IT053	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Dimethyl Sulfoxide	7.5	vol%	NA	NA	NA	NA	NA	961	F3,F4	NA	NA	NA	149	set2IT053	Dimethyl Sulfoxide 7.5 vol%
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Dimethyl Sulfoxide 10 vol%	FEBA_gDNA_plate32	E6	IT054	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Dimethyl Sulfoxide	10	vol%	NA	NA	NA	NA	NA	961	F5,F6	NA	NA	NA	150	set2IT054	Dimethyl Sulfoxide 10 vol%
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB	FEBA_gDNA_plate32	E7	IT055	NA	LB	48 well microplate; Tecan Infinite F200	lb	28	NA	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	961	F7,F8	NA	NA	NA	151	set2IT055	LB
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Chloramphenicol 0.001 mg/ml	FEBA_gDNA_plate32	E8	IT056	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Chloramphenicol	0.001	mg/ml	NA	NA	NA	NA	NA	959	A7,A8	NA	NA	NA	152	set2IT056	Chloramphenicol 0.001 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Chloramphenicol 0.0025 mg/ml	FEBA_gDNA_plate32	E9	IT057	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Chloramphenicol	0.0025	mg/ml	NA	NA	NA	NA	NA	959	B1,B2	NA	NA	NA	153	set2IT057	Chloramphenicol 0.0025 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Chloramphenicol 0.005 mg/ml	FEBA_gDNA_plate32	E10	IT058	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Chloramphenicol	0.005	mg/ml	NA	NA	NA	NA	NA	959	B3,B4	NA	NA	NA	154	set2IT058	Chloramphenicol 0.005 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Tetracycline hydrochloride 0.0004 mg/ml	FEBA_gDNA_plate32	E11	IT059	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Tetracycline hydrochloride	4e-04	mg/ml	NA	NA	NA	NA	NA	959	B5,B6	NA	NA	NA	155	set2IT059	Tetracycline 0.0004 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Tetracycline hydrochloride 0.0008 mg/ml	FEBA_gDNA_plate32	E12	IT060	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Tetracycline hydrochloride	8e-04	mg/ml	NA	NA	NA	NA	NA	959	B7,B8	NA	NA	NA	156	set2IT060	Tetracycline 0.0008 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Tetracycline hydrochloride 0.0016 mg/ml	FEBA_gDNA_plate32	F1	IT061	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Tetracycline hydrochloride	0.0016	mg/ml	NA	NA	NA	NA	NA	959	C1,C2	NA	NA	NA	157	set2IT061	Tetracycline 0.0016 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Spectinomycin dihydrochloride pentahydrate 0.00625 mg/ml	FEBA_gDNA_plate32	F2	IT062	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Spectinomycin dihydrochloride pentahydrate	0.00625	mg/ml	NA	NA	NA	NA	NA	959	C3,C4	NA	NA	NA	158	set2IT062	Spectinomycin 0.00625 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Spectinomycin dihydrochloride pentahydrate 0.0125 mg/ml	FEBA_gDNA_plate32	F3	IT063	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Spectinomycin dihydrochloride pentahydrate	0.0125	mg/ml	NA	NA	NA	NA	NA	959	C5,C6	NA	NA	NA	159	set2IT063	Spectinomycin 0.0125 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Carbenicillin disodium salt 0.004 mg/ml	FEBA_gDNA_plate32	F4	IT064	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Carbenicillin disodium salt	0.004	mg/ml	NA	NA	NA	NA	NA	959	D1,D2	NA	NA	NA	160	set2IT064	Carbenicillin 0.004 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Carbenicillin disodium salt 0.008 mg/ml	FEBA_gDNA_plate32	F5	IT065	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Carbenicillin disodium salt	0.008	mg/ml	NA	NA	NA	NA	NA	959	D3,D4	NA	NA	NA	161	set2IT065	Carbenicillin 0.008 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Carbenicillin disodium salt 0.016 mg/ml	FEBA_gDNA_plate32	F6	IT066	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Carbenicillin disodium salt	0.016	mg/ml	NA	NA	NA	NA	NA	959	D5,D6	NA	NA	NA	162	set2IT066	Carbenicillin 0.016 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Gentamicin sulfate salt 0.004 mg/ml	FEBA_gDNA_plate32	F7	IT067	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Gentamicin sulfate salt	0.004	mg/ml	NA	NA	NA	NA	NA	959	E7,E8	NA	NA	NA	163	set2IT067	Gentamicin 0.004 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Gentamicin sulfate salt 0.008 mg/ml	FEBA_gDNA_plate32	F8	IT068	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Gentamicin sulfate salt	0.008	mg/ml	NA	NA	NA	NA	NA	959	F1,F2	NA	NA	NA	164	set2IT068	Gentamicin 0.008 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB	FEBA_gDNA_plate32	F9	IT069	NA	LB	48 well microplate; Tecan Infinite F200	lb	28	NA	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	959	F7,F8	NA	NA	NA	165	set2IT069	LB
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with methylglyoxal 0.008 vol%	FEBA_gDNA_plate32	F10	IT070	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	methylglyoxal	0.008	vol%	NA	NA	NA	NA	NA	962	A7,A8	NA	NA	NA	166	set2IT070	methylglyoxal 0.008 vol%
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 2-Furfuraldehyde 0.125 vol%	FEBA_gDNA_plate32	F11	IT071	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	2-Furfuraldehyde	0.125	vol%	NA	NA	NA	NA	NA	962	B7,B8	NA	NA	NA	167	set2IT071	2-Furfuraldehyde 0.125 vol%
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 2-Furfuraldehyde 0.25 vol%	FEBA_gDNA_plate32	F12	IT072	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	2-Furfuraldehyde	0.25	vol%	NA	NA	NA	NA	NA	962	C1,C2	NA	NA	NA	168	set2IT072	2-Furfuraldehyde 0.25 vol%
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 5-Hydroxymethylfurfural 10 mM	FEBA_gDNA_plate32	G1	IT073	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	5-Hydroxymethylfurfural	10	mM	NA	NA	NA	NA	NA	962	C5,C6	NA	NA	NA	169	set2IT073	5-Hydroxymethylfurfural 10 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 5-Hydroxymethylfurfural 20 mM	FEBA_gDNA_plate32	G2	IT074	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	5-Hydroxymethylfurfural	20	mM	NA	NA	NA	NA	NA	962	C7,C8	NA	NA	NA	170	set2IT074	5-Hydroxymethylfurfural 20 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Vanillin 5 mM	FEBA_gDNA_plate32	G3	IT075	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Vanillin	5	mM	NA	NA	NA	NA	NA	962	D1,D2	NA	NA	NA	171	set2IT075	Vanillin 5 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with syringaldehyde 5 mM	FEBA_gDNA_plate32	G4	IT076	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	syringaldehyde	5	mM	NA	NA	NA	NA	NA	962	E5,E6	NA	NA	NA	172	set2IT076	syringaldehyde 5 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with syringaldehyde 10 mM	FEBA_gDNA_plate32	G5	IT077	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	syringaldehyde	10	mM	NA	NA	NA	NA	NA	962	E7,E8	NA	NA	NA	173	set2IT077	syringaldehyde 10 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Dimethyl Sulfoxide 10 vol%	FEBA_gDNA_plate32	G6	IT078	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Dimethyl Sulfoxide	10	vol%	NA	NA	NA	NA	NA	962	F5,F6	NA	NA	NA	174	set2IT078	Dimethyl Sulfoxide 10 vol%
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB	FEBA_gDNA_plate32	G7	IT079	NA	LB	48 well microplate; Tecan Infinite F200	lb	28	NA	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	962	F7,F8	NA	NA	NA	175	set2IT079	LB
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Cholin acetate 75 mM	FEBA_gDNA_plate32	G8	IT080	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cholin acetate	75	mM	NA	NA	NA	NA	NA	963	A7,A8	NA	NA	NA	176	set2IT080	Cholin acetate 75 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Cholin acetate 150 mM	FEBA_gDNA_plate32	G9	IT081	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cholin acetate	150	mM	NA	NA	NA	NA	NA	963	B1,B2	NA	NA	NA	177	set2IT081	Cholin acetate 150 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Sodium acetate 70 mM	FEBA_gDNA_plate32	G10	IT082	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium acetate	70	mM	NA	NA	NA	NA	NA	963	B5,B6	NA	NA	NA	178	set2IT082	acetate 70 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Sodium acetate 140 mM	FEBA_gDNA_plate32	G11	IT083	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium acetate	140	mM	NA	NA	NA	NA	NA	963	B7,B8	NA	NA	NA	179	set2IT083	acetate 140 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 1-ethyl-3-methylimidazolium lysine 10 mM	FEBA_gDNA_plate32	G12	IT084	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	1-ethyl-3-methylimidazolium lysine	10	mM	NA	NA	NA	NA	NA	963	C5,C6	NA	NA	NA	180	set2IT084	1-ethyl-3-methylimidazolium lysine 10 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 1-ethyl-3-methylimidazolium acetate 30 mM	FEBA_gDNA_plate32	H1	IT085	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	1-ethyl-3-methylimidazolium acetate	30	mM	NA	NA	NA	NA	NA	963	D3,D4	NA	NA	NA	181	set2IT085	1-ethyl-3-methylimidazolium acetate 30 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 1-ethyl-3-methylimidazolium acetate 60 mM	FEBA_gDNA_plate32	H2	IT086	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	1-ethyl-3-methylimidazolium acetate	60	mM	NA	NA	NA	NA	NA	963	D5,D6	NA	NA	NA	182	set2IT086	1-ethyl-3-methylimidazolium acetate 60 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 1-ethyl-3-methylimidazolium chloride 40 mM	FEBA_gDNA_plate32	H3	IT087	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	1-ethyl-3-methylimidazolium chloride	40	mM	NA	NA	NA	NA	NA	963	D7,D8	NA	NA	NA	183	set2IT087	1-ethyl-3-methylimidazolium chloride 40 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with 1-ethyl-3-methylimidazolium chloride 80 mM	FEBA_gDNA_plate32	H4	IT088	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	1-ethyl-3-methylimidazolium chloride	80	mM	NA	NA	NA	NA	NA	963	E1,E2	NA	NA	NA	184	set2IT088	1-ethyl-3-methylimidazolium chloride 80 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with L-Lysine 200 mM	FEBA_gDNA_plate32	H5	IT089	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	L-Lysine	200	mM	NA	NA	NA	NA	NA	963	F5,F6	NA	NA	NA	185	set2IT089	L-Lysine 200 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB	FEBA_gDNA_plate32	H6	IT090	NA	LB	48 well microplate; Tecan Infinite F200	lb	28	NA	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	963	F7,F8	NA	NA	NA	186	set2IT090	LB
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	Time0	FEBA_gDNA_plate32	H7	IT091	NA	LB	flask	Time0	37	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.2	5.906890596	187	set2IT091	Time0
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	Time0	FEBA_gDNA_plate32	H8	IT092	NA	LB	flask	Time0	37	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.2	5.906890596	188	set2IT092	Time0
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	D-Galacturonic Acid monohydrate carbon source MOPS	FEBA_gDNA_plate32	H9	IT093	NA	MOPS minimal media_noCarbon	tube	carbon source	37	NA	Liquid	Aerobic	200 rpm	D-Galacturonic Acid monohydrate	20	mM	NA	NA	NA	NA	NA	NA		0.02	2.71	7.082149041	189	set2IT093	D-Galacturonic Acid (C) MOPS
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	D-Glucose carbon source MOPS	FEBA_gDNA_plate32	H10	IT094	NA	MOPS minimal media_noCarbon	tube	carbon source	37	NA	Liquid	Aerobic	200 rpm	D-Glucose	22	mM	NA	NA	NA	NA	NA	NA		0.02	2.4	6.906890596	190	set2IT094	D-Glucose (C) MOPS
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	D-Galacturonic Acid monohydrate carbon source M9	FEBA_gDNA_plate32	H11	IT095	NA	M9 minimal media_noCarbon	tube	carbon source	37	NA	Liquid	Aerobic	200 rpm	D-Galacturonic Acid monohydrate	20	mM	NA	NA	NA	NA	NA	NA		0.02	2.11	6.721099189	191	set2IT095	D-Galacturonic Acid (C) M9
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	D-Glucose carbon source M9	FEBA_gDNA_plate32	H12	IT096	NA	M9 minimal media_noCarbon	tube	carbon source	37	NA	Liquid	Aerobic	200 rpm	D-Glucose	22	mM	NA	NA	NA	NA	NA	NA		0.02	1.4	6.129283017	192	set2IT096	D-Glucose (C) M9
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB with Nalidixic acid sodium salt 0.006 mg/ml	FEBA_gDNA_plate64	E1	IT049	NA	LB	48 well microplate; Tecan Infinite F200	stress	25	NA	Liquid	Aerobic	orbital	Nalidixic acid sodium salt	0.006	mg/ml	NA	NA	NA	NA	NA	1134	A5,A6	NA	NA	NA	193	set6IT049	Nalidixic 0.006 mg/ml
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB with Benzethonium chloride 0.0125 mM	FEBA_gDNA_plate64	E2	IT050	NA	LB	48 well microplate; Tecan Infinite F200	stress	25	NA	Liquid	Aerobic	orbital	Benzethonium chloride	0.0125	mM	NA	NA	NA	NA	NA	1134	A7,A8	NA	NA	NA	194	set6IT050	Benzethonium chloride 0.0125 mM
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB with Phosphomycin disodium salt 0.0005 mg/ml	FEBA_gDNA_plate64	E3	IT051	NA	LB	48 well microplate; Tecan Infinite F200	stress	25	NA	Liquid	Aerobic	orbital	Phosphomycin disodium salt	5e-04	mg/ml	NA	NA	NA	NA	NA	1134	B5,B6	NA	NA	NA	195	set6IT051	Phosphomycin 0.0005 mg/ml
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB with Phosphomycin disodium salt 0.001 mg/ml	FEBA_gDNA_plate64	E4	IT052	NA	LB	48 well microplate; Tecan Infinite F200	stress	25	NA	Liquid	Aerobic	orbital	Phosphomycin disodium salt	0.001	mg/ml	NA	NA	NA	NA	NA	1134	B7,B8	NA	NA	NA	196	set6IT052	Phosphomycin 0.001 mg/ml
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB with Phosphomycin disodium salt 0.002 mg/ml	FEBA_gDNA_plate64	E5	IT053	NA	LB	48 well microplate; Tecan Infinite F200	stress	25	NA	Liquid	Aerobic	orbital	Phosphomycin disodium salt	0.002	mg/ml	NA	NA	NA	NA	NA	1134	C1,C2	NA	NA	NA	197	set6IT053	Phosphomycin 0.002 mg/ml
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB with D-Cycloserine 0.1 mg/ml	FEBA_gDNA_plate64	E6	IT054	NA	LB	48 well microplate; Tecan Infinite F200	stress	25	NA	Liquid	Aerobic	orbital	D-Cycloserine	0.1	mg/ml	NA	NA	NA	NA	NA	1134	C7,C8	NA	NA	NA	198	set6IT054	D-Cycloserine 0.1 mg/ml
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB	FEBA_gDNA_plate64	E7	IT055	NA	LB	48 well microplate; Tecan Infinite F200	lb	25	NA	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1134	F7,F8	NA	NA	NA	199	set6IT055	LB
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH5	FEBA_gDNA_plate64	E8	IT056	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	5	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	A2,B2	NA	NA	NA	200	set6IT056	LB pH5
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH5	FEBA_gDNA_plate64	E9	IT057	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	5	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	C2,D2	NA	NA	NA	201	set6IT057	LB pH5
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH5	FEBA_gDNA_plate64	E10	IT058	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	5	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	E2,F2	NA	NA	NA	202	set6IT058	LB pH5
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH6	FEBA_gDNA_plate64	E11	IT059	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	6	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	A3,B3	NA	NA	NA	203	set6IT059	LB pH6
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH6	FEBA_gDNA_plate64	E12	IT060	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	6	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	C3,D3	NA	NA	NA	204	set6IT060	LB pH6
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH6	FEBA_gDNA_plate64	F1	IT061	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	6	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	E3,F3	NA	NA	NA	205	set6IT061	LB pH6
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH7	FEBA_gDNA_plate64	F2	IT062	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	7	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	A4,B4	NA	NA	NA	206	set6IT062	LB pH7
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH7	FEBA_gDNA_plate64	F3	IT063	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	7	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	C4,D4	NA	NA	NA	207	set6IT063	LB pH7
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH7	FEBA_gDNA_plate64	F4	IT064	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	7	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	E4,F4	NA	NA	NA	208	set6IT064	LB pH7
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH8	FEBA_gDNA_plate64	F5	IT065	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	8	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	A5,B5	NA	NA	NA	209	set6IT065	LB pH8
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH8	FEBA_gDNA_plate64	F6	IT066	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	8	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	C5,D5	NA	NA	NA	210	set6IT066	LB pH8
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	LB pH8	FEBA_gDNA_plate64	F7	IT067	NA	LB	48 well microplate; Tecan Infinite F200	pH	25	8	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	1135	E5,F5	NA	NA	NA	211	set6IT067	LB pH8
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	outer cut, LB soft agar motility assay	FEBA_gDNA_plate64	F8	IT068	NA	LB	soft agar	motility	30	NA	Liquid	Aerobic	0 rpm		NA		NA	NA	NA	NA	NA	NA		NA	NA	NA	212	set6IT068	outer cut, LB soft agar motility assay
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	outer cut, LB soft agar motility assay	FEBA_gDNA_plate64	F9	IT069	NA	LB	soft agar	motility	30	NA	Liquid	Aerobic	0 rpm		NA		NA	NA	NA	NA	NA	NA		NA	NA	NA	213	set6IT069	outer cut, LB soft agar motility assay
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	outer cut, LB soft agar motility assay	FEBA_gDNA_plate64	F10	IT070	NA	LB	soft agar	motility	30	NA	Liquid	Aerobic	0 rpm		NA		NA	NA	NA	NA	NA	NA		NA	NA	NA	214	set6IT070	outer cut, LB soft agar motility assay
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	outer cut, LB soft agar motility assay	FEBA_gDNA_plate64	F11	IT071	NA	LB	soft agar	motility	30	NA	Liquid	Aerobic	0 rpm		NA		NA	NA	NA	NA	NA	NA		NA	NA	NA	215	set6IT071	outer cut, LB soft agar motility assay
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	inner cut, LB soft agar motility assay	FEBA_gDNA_plate64	F12	IT072	NA	LB	soft agar	motility	30	NA	Liquid	Aerobic	0 rpm		NA		NA	NA	NA	NA	NA	NA		NA	NA	NA	216	set6IT072	inner cut, LB soft agar motility assay
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	inner cut, LB soft agar motility assay	FEBA_gDNA_plate64	G1	IT073	NA	LB	soft agar	motility	30	NA	Liquid	Aerobic	0 rpm		NA		NA	NA	NA	NA	NA	NA		NA	NA	NA	217	set6IT073	inner cut, LB soft agar motility assay
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	inner cut, LB soft agar motility assay	FEBA_gDNA_plate64	G2	IT074	NA	LB	soft agar	motility	30	NA	Liquid	Aerobic	0 rpm		NA		NA	NA	NA	NA	NA	NA		NA	NA	NA	218	set6IT074	inner cut, LB soft agar motility assay
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	inner cut, LB soft agar motility assay	FEBA_gDNA_plate64	G3	IT075	NA	LB	soft agar	motility	30	NA	Liquid	Aerobic	0 rpm		NA		NA	NA	NA	NA	NA	NA		NA	NA	NA	219	set6IT075	inner cut, LB soft agar motility assay
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	Time0	FEBA_gDNA_plate64	G4	IT076	NA	LB	flask	Time0	30	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.1	5.781359714	220	set6IT076	Time0
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	Time0	FEBA_gDNA_plate64	G5	IT077	NA	LB	flask	Time0	30	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.1	5.781359714	221	set6IT077	Time0
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	Time0	FEBA_gDNA_plate64	G6	IT078	NA	LB	flask	Time0	30	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.1	5.781359714	222	set6IT078	Time0
Keio_ML9_set6	2/2/2015	NA	Mark	Keio_ML9	Time0	FEBA_gDNA_plate64	G7	IT079	NA	LB	flask	Time0	30	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.1	5.781359714	223	set6IT079	Time0
